name,reviewer,no_stars,review_body,guide,no_reviews,review-date,url,timestamp
SARPI | Georgian-Turkish border - Google Maps,Ersin Sarıtaş,3 stars,"If you are going to enter and exit Georgia on foot, the walking distance is long. Adjust your bag and suitcase accordingly. Elevators do not work. If you are going to convert TL to Lari, the most profitable currency is the money exchanger …. More",Local Guide · 256 reviews · 775 photos,Local Guide · 256 reviews · 775 photos,a month ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNIaVp2a2l3RRAB",2024-10-09T07:04:00Z
SARPI | Georgian-Turkish border - Google Maps,Talha Yasin,3 stars,"The SIM card charge is 35 lari at the border, but can only go down to 25 lari even after bargaining. The price for a SIM card is 15 lari at the Black Sea Mall (Carrefour) in the city. Exchange as little parw as possible, there are better rates in the city. Do not take a taxi, minibuses are much cheaper and fill up quickly anyway.",,8 reviews · 8 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNMX2RlNU9nEAE",2024-10-09T07:04:00Z
SARPI | Georgian-Turkish border - Google Maps,Gökhan Kök,3 stars,"I recommend you go to Sarp border gate early in the morning, sometimes there can be a long queue of vehicles. T.R. You can enter with your ID. We entered with our car, they did not cause much difficulty.",Local Guide · 64 reviews · 253 photos,Local Guide · 64 reviews · 253 photos,5 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUREbDZpaWFnEAE",2024-10-09T07:04:00Z
SARPI | Georgian-Turkish border - Google Maps,아임한,5 stars,"The currency exchange rate is not good. It would be a good idea to do this in advance at the Batumi currency exchange office. However, if you have Georgian money before going to Turkye, it would be a good idea to exchange it here if you …. More","Local Guide · 731 reviews · 2,423 photos","Local Guide · 731 reviews · 2,423 photos",6 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNEbFlyVjFnRRAB",2024-10-09T07:04:01Z
SARPI | Georgian-Turkish border - Google Maps,Мария Таб,5 stars,A modern passage for both pedestrians and those who drive their own cars. Fast and comfortable. The staff are quite competent. For pedestrian passage there is a separate passage located above the border crossing by trucks. It’s not very …. More,Local Guide · 113 reviews · 414 photos,Local Guide · 113 reviews · 414 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNSMzYzcGZnEAE",2024-10-09T07:04:01Z
SARPI | Georgian-Turkish border - Google Maps,Ertuğrul Demir,1 star,"A city that is not worth suffering from this congestion. We went as part of a tour and experienced disgrace. Moreover, we encountered extremely disrespectful and racist attitudes of the Georgian police and security. I will never go again. Disgrace.",Local Guide · 21 reviews · 4 photos,Local Guide · 21 reviews · 4 photos,a month ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQ3NVpUQ3FBRRAB",2024-10-09T07:04:01Z
SARPI | Georgian-Turkish border - Google Maps,Veli YALÇIN,5 stars,"The Turkish side of the border gate between Türkiye and Georgia is called Sarp, and the Georgian side is called Sarpi.","Local Guide · 440 reviews · 2,835 photos","Local Guide · 440 reviews · 2,835 photos",2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURyNzlhaVp3EAE",2024-10-09T07:04:01Z
SARPI | Georgian-Turkish border - Google Maps,MAS,4 stars,"You can take bus number 16 to go to Batumi, MasterCard and VISA are accepted. Do not exchange your money at the foreign exchange places at the border, they charge too much commission. …. More",Local Guide · 116 reviews · 42 photos,Local Guide · 116 reviews · 42 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNMdTdyTENBEAE",2024-10-09T07:04:02Z
SARPI | Georgian-Turkish border - Google Maps,emrah başer,5 stars,"A small border crossing. It's easy to pass. To go from Hopa to Sarp, a minibus leaves in front of the Cihan Hotel starting from 7 in the morning and costs 50 TL per person at 2024. Although the return from Sarp to Hopa is said to be 9 in …. More",Local Guide · 20 reviews · 20 photos,Local Guide · 20 reviews · 20 photos,4 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUR6ek1uREJnEAE",2024-10-09T07:04:02Z
SARPI | Georgian-Turkish border - Google Maps,Alejandro Rodríguez,1 star,"A damn lack of control. It's chaos. There are plenty of guards and police but no one ensures that the queue is done properly, or at least with a minimum of order. You can spend 6 hours there, and if you don't push or sneak you won't pass, …. More",Local Guide · 81 reviews · 11 photos,Local Guide · 81 reviews · 11 photos,a week ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNuOTRlVDV3RRAB",2024-10-09T07:04:02Z
SARPI | Georgian-Turkish border - Google Maps,Юлія Краснова,3 stars,"Long queues, almost always. Especially when leaving Georgia. The earlier you arrive, the smaller the crowd. At 10 o'clock there are already 1,000 people in August. Wait 30-40 minutes to get to the exit from Georgia. This is about a …. More",Local Guide · 5 reviews · 5 photos,Local Guide · 5 reviews · 5 photos,a month ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUM3OEpQWF93RRAB",2024-10-09T07:04:03Z
SARPI | Georgian-Turkish border - Google Maps,Ozgur Alp,1 star,"The worst border crossing I've ever been through in my life. Narrow, disorganized, chaos, people on top of each other. Squeeze, squeeze. If you enter by air, skip this place completely.",Local Guide · 638 reviews · 217 photos,Local Guide · 638 reviews · 217 photos,4 weeks ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNINTlpWHVRRRAB",2024-10-09T07:04:03Z
SARPI | Georgian-Turkish border - Google Maps,mehmet aydemir,1 star,"Do not enter Batumi by car. They are trying to scam you for insurance. Normally it's 50 TL, but they want 80 and 100 TL, which costs 1000 TL or so. Get on the shuttle and go. Batumi is very bad, I would never recommend going there. Georgian …. More",,8 reviews · 3 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNyeWI2UUtREAE",2024-10-09T07:04:03Z
SARPI | Georgian-Turkish border - Google Maps,Almadorus ASMR,4 stars,The checkpoint itself is quite modern; for pedestrians there is a separate path overlooking the sea. But I don’t recommend crossing on Saturday afternoon; you might end up in a long line and rub shoulders with a bunch of people on the …. More,Local Guide · 134 reviews · 825 photos,Local Guide · 134 reviews · 825 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUN1Z3NDSHNnRRAB",2024-10-09T07:04:03Z
SARPI | Georgian-Turkish border - Google Maps,Ирина Бурина,3 stars,"The person distributing the flow of cars took advantage of our lack of knowledge and assured us that we definitely need to purchase insurance on the Georgian side, otherwise we will be turned away. And he persistently directed me to a kiosk …. More",,3 reviews,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURyN01DX1V3EAE",2024-10-09T07:04:03Z
SARPI | Georgian-Turkish border - Google Maps,Mustafa Kaptan,3 stars,"The point where it is said that state affairs begin where logic ends. You take the car out from the first entrance and complete the procedures, then at the exit gate they say the approval is missing and you come back. You take care of that …. More",Local Guide · 95 reviews · 156 photos,Local Guide · 95 reviews · 156 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNSNDducW1nRRAB",2024-10-09T07:04:04Z
SARPI | Georgian-Turkish border - Google Maps,,5 stars,A beautiful apartment with wonderful views and the owners of the place are friendly and at your service at any time,Local Guide · 36 reviews · 5 photos,Local Guide · 36 reviews · 5 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNia0lMdnJ3RRAB",2024-10-09T07:04:04Z
SARPI | Georgian-Turkish border - Google Maps,Esra Erkuş,3 stars,"The border gate is in a place with a beautiful view right on the Black Sea, but we waited in line for a long time, both on the way there and on the way back. Especially on the Georgian side, the employees at passport control were working …. More",Local Guide · 113 reviews · 945 photos,Local Guide · 113 reviews · 945 photos,2 years ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURPNDRhSmN3EAE",2024-10-09T07:04:04Z
SARPI | Georgian-Turkish border - Google Maps,Рахим Арупов,5 stars,"If you cross the border through this post. Don't trust the guys in the Duster in the photo. These are complete deceivers. They, pretending to be honest people performing namaz, deceive that they will help at the border, and end up running around like jackals until they extract money. Then they disappear. Be careful.",Local Guide · 37 reviews · 4 photos,Local Guide · 37 reviews · 4 photos,10 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURseXUtMi1nRRAB",2024-10-09T07:04:04Z
SARPI | Georgian-Turkish border - Google Maps,Lütfi,1 star,Polisler and memurlar in Gürcistan are working very slowly. Rüşvet şişenlere de şahit oldum. Bir damga vurdktan sonra erudhsina bıkınıp bir çeşların sözleyip ınının yine gızın geçilerle çışırın devam ediorlar. …. More,Local Guide · 45 reviews · 33 photos,Local Guide · 45 reviews · 33 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNMM2ZhT2pRRRAB",2024-10-09T07:04:04Z
SARPI | Georgian-Turkish border - Google Maps,Алексей ////,5 stars,"The checkpoint is quite modern, but there are a lot of people and cars. There is a very good beach nearby, but parking is “paid”, apparently designed for suckers. …. More",Local Guide · 126 reviews · 100 photos,Local Guide · 126 reviews · 100 photos,11 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUM1dk9PY1ZnEAE",2024-10-09T07:04:05Z
SARPI | Georgian-Turkish border - Google Maps,Anastasia,1 star,"Make a separate entrance for people who just need to go to duty free.
We constantly stand for 30 minutes because of the huge line of people who come to buy cigarettes at duty free.🫠🫠 It seems to me that the border is for crossing and traveling, not for duty free. …",,4 reviews,2 weeks ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSURIN19lRHNBRRAB",2024-10-09T07:04:05Z
SARPI | Georgian-Turkish border - Google Maps,Kübra,1 star,Georgia police are being extremely rude. It's like you're a criminal rather than a tourist going for a walk. I never felt safe or happy. I don't think I will go again,Local Guide · 59 reviews · 26 photos,Local Guide · 59 reviews · 26 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUNiLVBlZjhBRRAB",2024-10-09T07:04:05Z
SARPI | Georgian-Turkish border - Google Maps,Arkadiusz Banasiak,3 stars,"A strange border crossing (you can see the customs of each country).
A lot of people, a bit of chaos, but it went well.
After crossing the border, currency exchange offices, insurance, etc. and the sea and a rocky beach.",,45 reviews · 176 photos,a year ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQtN2IyaDJRRRAB",2024-10-09T07:04:05Z
SARPI | Georgian-Turkish border - Google Maps,Kassiopeia on Tour,5 stars,"We traveled from Georgia to Turkey on a Friday around 4am. Unfortunately, we had not checked the date of the insurance taken out for Georgia, so it had already expired over a week ago. I had to park the vehicle and pay a fine of 100 lari at …. More",Local Guide · 9 reviews · 17 photos,Local Guide · 9 reviews · 17 photos,3 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNyMHRUMVl3EAE",2024-10-09T07:04:05Z
SARPI | Georgian-Turkish border - Google Maps,Александр Белкин,3 stars,"Eternal queues on the Turkish side (on foot), both to enter and exit. On the Georgian side there is also a large crowd of people wanting to cross the border. There is duty free.",Local Guide · 79 reviews · 33 photos,Local Guide · 79 reviews · 33 photos,3 weeks ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSURIbElUb2FnEAE",2024-10-09T07:04:06Z
SARPI | Georgian-Turkish border - Google Maps,Антон Psina- dogs,4 stars,"Land crossing of the border between Turkey and Georgia. We crossed the border on 08/28/24 at 6 am, and were dumbfounded by the disgusting behavior of people on the Georgian side (hustle, shouting), and the Turkish old lady was all cultured and civilized.",Local Guide · 105 reviews · 127 photos,Local Guide · 105 reviews · 127 photos,a month ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChdDSUhNMG9nS0VJQ0FnSUQ3OTZHS3N3RRAB",2024-10-09T07:04:06Z
SARPI | Georgian-Turkish border - Google Maps,Georg Ree,5 stars,"No problem with crossing the border.
Cheap smoke here 👍 …",Local Guide · 58 reviews · 244 photos,Local Guide · 58 reviews · 244 photos,2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNicExYSFBBEAE",2024-10-09T07:04:06Z
SARPI | Georgian-Turkish border - Google Maps,İsmail ihsan ahrezoğulları,5 stars,"Our fellow officers are doing their best...
It gets very crowded, especially when there are group groups...
The cooling system is inadequate in that crowd... …. More","Local Guide · 710 reviews · 2,504 photos","Local Guide · 710 reviews · 2,504 photos",2 months ago,"https://www.google.com/maps/place/SARPI+%7C+Georgian-Turkish+border/@41.5225474,41.551162,17z/data=!4m15!1m8!3m7!1s0x40679116e4bff12f:0x63f7d9a14fcae190!2sSarpi,+Georgia!3b1!8m2!3d41.5210014!4d41.5526871!16zL20vMDd0d3do!3m5!1s0x4067913d6549efcb:0xee656409b40b2536!8m2!3d41.5209672!4d41.5484345!16s%2Fg%2F1hc5dn62y?entry=ttu&g_ep=EgoyMDI0MTAwNS4yIKXMDSoASAFQAw%3D%3D&hl=en#ChZDSUhNMG9nS0VJQ0FnSUNiczR6UVJREAE",2024-10-09T07:04:06Z
